"filename", "language", "Python", "Markdown", "JSON", "HTML", "JavaScript", "PostCSS", "pip requirements", "comment", "blank", "total"
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/ai-engineer.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/api-documenter.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/architect-review.md", "Markdown", 0, 31, 0, 0, 0, 0, 0, 0, 12, 43
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/backend-architect.md", "Markdown", 0, 24, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/code-reviewer.md", "Markdown", 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/context-manager.md", "Markdown", 0, 44, 0, 0, 0, 0, 0, 0, 20, 64
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/data-engineer.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/data-scientist.md", "Markdown", 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/database-admin.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/database-optimizer.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/debugger.md", "Markdown", 0, 24, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/deployment-engineer.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/devops-troubleshooter.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/frontend-developer.md", "Markdown", 0, 25, 0, 0, 0, 0, 0, 0, 6, 31
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/javascript-pro.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 9, 35
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/prompt-engineer.md", "Markdown", 0, 43, 0, 0, 0, 0, 0, 0, 16, 59
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/python-pro.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/risk-manager.md", "Markdown", 0, 32, 0, 0, 0, 0, 0, 0, 9, 41
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/search-specialist.md", "Markdown", 0, 43, 0, 0, 0, 0, 0, 0, 16, 59
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/security-auditor.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/sql-pro.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 9, 35
"/Users/joecorella/Desktop/ScraperV4/.claude/agents/test-automator.md", "Markdown", 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/joecorella/Desktop/ScraperV4/.claude/settings.local.json", "JSON", 0, 0, 39, 0, 0, 0, 0, 0, 0, 39
"/Users/joecorella/Desktop/ScraperV4/CLAUDE.md", "Markdown", 0, 49, 0, 0, 0, 0, 0, 0, 7, 56
"/Users/joecorella/Desktop/ScraperV4/INTEGRATION_REPORT.md", "Markdown", 0, 90, 0, 0, 0, 0, 0, 0, 30, 120
"/Users/joecorella/Desktop/ScraperV4/README.md", "Markdown", 0, 389, 0, 0, 0, 0, 0, 0, 87, 476
"/Users/joecorella/Desktop/ScraperV4/debug_frontend.html", "HTML", 0, 0, 0, 42, 0, 0, 0, 0, 5, 47
"/Users/joecorella/Desktop/ScraperV4/docs/README.md", "Markdown", 0, 930, 0, 0, 0, 0, 0, 0, 173, 1103
"/Users/joecorella/Desktop/ScraperV4/prompts/phase1a_environment_setup.md", "Markdown", 0, 347, 0, 0, 0, 0, 0, 0, 73, 420
"/Users/joecorella/Desktop/ScraperV4/prompts/phase1b_project_structure.md", "Markdown", 0, 562, 0, 0, 0, 0, 0, 0, 143, 705
"/Users/joecorella/Desktop/ScraperV4/prompts/phase1c_eel_application_architecture.md", "Markdown", 0, 1348, 0, 0, 0, 0, 0, 17, 200, 1565
"/Users/joecorella/Desktop/ScraperV4/prompts/phase2_core_backend_development.md", "Markdown", 0, 1147, 0, 0, 0, 0, 0, 0, 271, 1418
"/Users/joecorella/Desktop/ScraperV4/prompts/phase3_frontend_development.md", "Markdown", 0, 1457, 0, 0, 0, 0, 0, 0, 255, 1712
"/Users/joecorella/Desktop/ScraperV4/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 17, 4, 3, 24
"/Users/joecorella/Desktop/ScraperV4/src/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/joecorella/Desktop/ScraperV4/src/core/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/joecorella/Desktop/ScraperV4/src/core/config.py", "Python", 58, 0, 0, 0, 0, 0, 0, 10, 12, 80
"/Users/joecorella/Desktop/ScraperV4/src/core/container.py", "Python", 38, 0, 0, 0, 0, 0, 0, 11, 13, 62
"/Users/joecorella/Desktop/ScraperV4/src/data/__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 1, 2, 7
"/Users/joecorella/Desktop/ScraperV4/src/data/job_manager.py", "Python", 83, 0, 0, 0, 0, 0, 0, 9, 16, 108
"/Users/joecorella/Desktop/ScraperV4/src/data/result_storage.py", "Python", 127, 0, 0, 0, 0, 0, 0, 13, 24, 164
"/Users/joecorella/Desktop/ScraperV4/src/data/template_manager.py", "Python", 103, 0, 0, 0, 0, 0, 0, 11, 23, 137
"/Users/joecorella/Desktop/ScraperV4/src/main.py", "Python", 35, 0, 0, 0, 0, 0, 0, 6, 11, 52
"/Users/joecorella/Desktop/ScraperV4/src/scrapers/__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 1, 2, 7
"/Users/joecorella/Desktop/ScraperV4/src/scrapers/base_scraper.py", "Python", 227, 0, 0, 0, 0, 0, 0, 133, 53, 413
"/Users/joecorella/Desktop/ScraperV4/src/scrapers/fetcher_manager.py", "Python", 209, 0, 0, 0, 0, 0, 0, 136, 53, 398
"/Users/joecorella/Desktop/ScraperV4/src/scrapers/proxy_rotator.py", "Python", 188, 0, 0, 0, 0, 0, 0, 72, 48, 308
"/Users/joecorella/Desktop/ScraperV4/src/scrapers/stealth_fetcher.py", "Python", 213, 0, 0, 0, 0, 0, 0, 45, 55, 313
"/Users/joecorella/Desktop/ScraperV4/src/scrapers/template_scraper.py", "Python", 440, 0, 0, 0, 0, 0, 0, 146, 114, 700
"/Users/joecorella/Desktop/ScraperV4/src/services/__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 1, 2, 7
"/Users/joecorella/Desktop/ScraperV4/src/services/base_service.py", "Python", 15, 0, 0, 0, 0, 0, 0, 3, 4, 22
"/Users/joecorella/Desktop/ScraperV4/src/services/data_service.py", "Python", 224, 0, 0, 0, 0, 0, 0, 65, 52, 341
"/Users/joecorella/Desktop/ScraperV4/src/services/scraping_service.py", "Python", 636, 0, 0, 0, 0, 0, 0, 110, 106, 852
"/Users/joecorella/Desktop/ScraperV4/src/services/template_service.py", "Python", 124, 0, 0, 0, 0, 0, 0, 21, 35, 180
"/Users/joecorella/Desktop/ScraperV4/src/templates/__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 1, 2, 7
"/Users/joecorella/Desktop/ScraperV4/src/templates/adaptive_selector.py", "Python", 238, 0, 0, 0, 0, 0, 0, 50, 56, 344
"/Users/joecorella/Desktop/ScraperV4/src/templates/template_manager.py", "Python", 127, 0, 0, 0, 0, 0, 0, 21, 39, 187
"/Users/joecorella/Desktop/ScraperV4/src/templates/template_validator.py", "Python", 166, 0, 0, 0, 0, 0, 0, 35, 58, 259
"/Users/joecorella/Desktop/ScraperV4/src/utils/__init__.py", "Python", 8, 0, 0, 0, 0, 0, 0, 1, 2, 11
"/Users/joecorella/Desktop/ScraperV4/src/utils/data_utils.py", "Python", 246, 0, 0, 0, 0, 0, 0, 55, 77, 378
"/Users/joecorella/Desktop/ScraperV4/src/utils/logging_utils.py", "Python", 73, 0, 0, 0, 0, 0, 0, 12, 23, 108
"/Users/joecorella/Desktop/ScraperV4/src/utils/validation_utils.py", "Python", 356, 0, 0, 0, 0, 0, 0, 70, 69, 495
"/Users/joecorella/Desktop/ScraperV4/src/web/__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 1, 2, 6
"/Users/joecorella/Desktop/ScraperV4/src/web/api_routes.py", "Python", 408, 0, 0, 0, 0, 0, 0, 35, 70, 513
"/Users/joecorella/Desktop/ScraperV4/src/web/eel_app.py", "Python", 24, 0, 0, 0, 0, 0, 0, 8, 9, 41
"/Users/joecorella/Desktop/ScraperV4/templates/Wdijwdi.json", "JSON", 0, 0, 18, 0, 0, 0, 0, 0, 0, 18
"/Users/joecorella/Desktop/ScraperV4/templates/example_advanced_template.json", "JSON", 0, 0, 171, 0, 0, 0, 0, 0, 9, 180
"/Users/joecorella/Desktop/ScraperV4/test_templates.py", "Python", 27, 0, 0, 0, 0, 0, 0, 5, 10, 42
"/Users/joecorella/Desktop/ScraperV4/tests/README_comprehensive_tests.md", "Markdown", 0, 87, 0, 0, 0, 0, 0, 0, 26, 113
"/Users/joecorella/Desktop/ScraperV4/tests/__init__.py", "Python", 8, 0, 0, 0, 0, 0, 0, 4, 5, 17
"/Users/joecorella/Desktop/ScraperV4/tests/conftest.py", "Python", 332, 0, 0, 0, 0, 0, 0, 27, 42, 401
"/Users/joecorella/Desktop/ScraperV4/tests/integration/test_css_selector_integration.py", "Python", 485, 0, 0, 0, 0, 0, 0, 106, 133, 724
"/Users/joecorella/Desktop/ScraperV4/tests/integration/test_preview_integration.py", "Python", 275, 0, 0, 0, 0, 0, 0, 34, 46, 355
"/Users/joecorella/Desktop/ScraperV4/tests/integration/test_service_integration.py", "Python", 190, 0, 0, 0, 0, 0, 0, 42, 62, 294
"/Users/joecorella/Desktop/ScraperV4/tests/test_async_scraping.py", "Python", 306, 0, 0, 0, 0, 0, 0, 53, 96, 455
"/Users/joecorella/Desktop/ScraperV4/tests/test_data_service_security.py", "Python", 110, 0, 0, 0, 0, 0, 0, 24, 24, 158
"/Users/joecorella/Desktop/ScraperV4/tests/test_scraping_preview.py", "Python", 156, 0, 0, 0, 0, 0, 0, 24, 38, 218
"/Users/joecorella/Desktop/ScraperV4/tests/test_scrapling_comprehensive.py", "Python", 316, 0, 0, 0, 0, 0, 0, 80, 92, 488
"/Users/joecorella/Desktop/ScraperV4/tests/unit/README_test_summary.md", "Markdown", 0, 118, 0, 0, 0, 0, 0, 0, 29, 147
"/Users/joecorella/Desktop/ScraperV4/tests/unit/__init__.py", "Python", 8, 0, 0, 0, 0, 0, 0, 4, 5, 17
"/Users/joecorella/Desktop/ScraperV4/tests/unit/test_css_selector_extraction.py", "Python", 202, 0, 0, 0, 0, 0, 0, 48, 74, 324
"/Users/joecorella/Desktop/ScraperV4/tests/unit/test_excel_export.py", "Python", 175, 0, 0, 0, 0, 0, 0, 34, 57, 266
"/Users/joecorella/Desktop/ScraperV4/tests/unit/test_preview_frontend_integration.py", "Python", 335, 0, 0, 0, 0, 0, 0, 56, 76, 467
"/Users/joecorella/Desktop/ScraperV4/tests/unit/test_preview_scraping.py", "Python", 609, 0, 0, 0, 0, 0, 0, 67, 173, 849
"/Users/joecorella/Desktop/ScraperV4/tests/unit/test_selector_validation.py", "Python", 154, 0, 0, 0, 0, 0, 0, 20, 35, 209
"/Users/joecorella/Desktop/ScraperV4/tests/unit/test_template_scraping.py", "Python", 789, 0, 0, 0, 0, 0, 0, 146, 253, 1188
"/Users/joecorella/Desktop/ScraperV4/web/debug.html", "HTML", 0, 0, 0, 42, 0, 0, 0, 0, 5, 47
"/Users/joecorella/Desktop/ScraperV4/web/index.html", "HTML", 0, 0, 0, 196, 0, 0, 0, 17, 17, 230
"/Users/joecorella/Desktop/ScraperV4/web/static/css/components/progress-monitor.css", "PostCSS", 0, 0, 0, 0, 0, 513, 0, 16, 94, 623
"/Users/joecorella/Desktop/ScraperV4/web/static/css/components/results-table.css", "PostCSS", 0, 0, 0, 0, 0, 508, 0, 11, 98, 617
"/Users/joecorella/Desktop/ScraperV4/web/static/css/components/scraping-form.css", "PostCSS", 0, 0, 0, 0, 0, 381, 0, 11, 67, 459
"/Users/joecorella/Desktop/ScraperV4/web/static/css/main.css", "PostCSS", 0, 0, 0, 0, 0, 1062, 0, 24, 156, 1242
"/Users/joecorella/Desktop/ScraperV4/web/static/js/api.js", "JavaScript", 0, 0, 0, 0, 190, 0, 0, 15, 24, 229
"/Users/joecorella/Desktop/ScraperV4/web/static/js/app.js", "JavaScript", 0, 0, 0, 0, 376, 0, 0, 28, 61, 465
"/Users/joecorella/Desktop/ScraperV4/web/static/js/components/progress-monitor.js", "JavaScript", 0, 0, 0, 0, 304, 0, 0, 49, 62, 415
"/Users/joecorella/Desktop/ScraperV4/web/static/js/components/results-table.js", "JavaScript", 0, 0, 0, 0, 565, 0, 0, 39, 97, 701
"/Users/joecorella/Desktop/ScraperV4/web/static/js/components/scraping-form.js", "JavaScript", 0, 0, 0, 0, 494, 0, 0, 46, 92, 632
"/Users/joecorella/Desktop/ScraperV4/web/static/js/components/template-manager.js", "JavaScript", 0, 0, 0, 0, 1591, 0, 0, 68, 191, 1850
"/Users/joecorella/Desktop/ScraperV4/web/static/js/utils/helpers.js", "JavaScript", 0, 0, 0, 0, 295, 0, 0, 125, 51, 471
"/Users/joecorella/Desktop/ScraperV4/web/static/js/utils/logger.js", "JavaScript", 0, 0, 0, 0, 143, 0, 0, 19, 30, 192
"/Users/joecorella/Desktop/ScraperV4/web/static/js/utils/notifications.js", "JavaScript", 0, 0, 0, 0, 308, 0, 0, 31, 29, 368
"Total", "-", 8862, 7148, 228, 280, 4266, 2464, 17, 2377, 4821, 30463